,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volatilidade,Volatilidade,Volatilidade,Volume,Volume,Volume
,AMD,IBM,INTC,AMD,IBM,INTC,AMD,IBM,INTC,AMD,IBM,INTC,AMD,IBM,INTC,AMD,IBM,INTC
Date,,,,,,,,,,,,,,,,,,
2023-04-17,89.87000274658203,116.61027526855469,31.369522094726562,90.69000244140625,117.43134729112886,31.85753582668746,88.30000305175781,115.6797316165053,31.008392975585302,90.2300033569336,117.04818266736157,31.18407821695117,2.3899993896484375,1.7516156746235652,0.8491428511021581,47250800,3662700,29601100
2023-04-18,89.77999877929688,116.57378387451172,31.066951751708984,92.16000366210938,117.39484894713205,31.681848188343167,89.33000183105469,116.18149428991002,31.018151126854903,91.61000061035156,116.90221268768067,31.65256855808052,2.8300018310546875,1.2133546572220268,0.6636970614882642,46246300,3193800,26041400
2023-04-19,89.94000244140625,115.24181365966797,30.40325355529785,90.54000091552734,115.8439354078255,30.76438451737318,88.22000122070312,114.31127009287154,30.334931934219302,88.51000213623047,115.40602804913807,30.35445292927733,2.3199996948242188,1.5326653149539595,0.42945258315387846,37344500,7014400,25746600
2023-04-20,90.11000061035156,115.27830505371094,30.12020492553711,91.58000183105469,119.49312939601286,30.50085500022003,88.7300033569336,114.80390484114022,29.973799332236496,88.83000183105469,118.73591822306813,30.022601817211516,2.8499984741210938,4.689224554872638,0.5270556679835359,47082700,9749600,30255100
2023-04-21,88.43000030517578,114.70356750488281,29.573631286621094,89.80000305175781,115.58849331741229,30.100687008481,88.05999755859375,114.28390306721496,29.505309662296582,89.80000305175781,114.94988562583394,30.100687008481,1.7400054931640625,1.3045902501973217,0.5953773461844172,41118300,6725400,28655800
2023-04-24,87.56999969482422,114.40249633789062,28.948972702026367,88.63999938964844,114.99549311842607,29.64195312806772,86.33999633789062,113.63616021650452,28.900172076394732,88.11000061035156,114.53934281959899,29.407704912487166,2.3000030517578125,1.3593329019215474,0.7417810516729872,40423800,4043900,38732500
2023-04-25,83.80000305175781,114.84953308105469,28.18766975402832,87.05999755859375,115.12322607163634,28.86112916363043,83.76000213623047,113.81863580909395,28.1779111185137,86.9000015258789,113.9463573486182,28.73424642407108,3.2999954223632812,1.3045902625423906,0.6832180451167318,52771500,4275400,38289900
2023-04-26,85.94000244140625,114.81304168701172,28.353595733642578,87.3499984741211,115.45165635310431,29.095376794335365,85.31999969482422,114.14706607387322,28.148630869547965,86.51000213623047,114.77654882378054,28.5000013355668,2.029998779296875,1.3045902792310926,0.9467459247874004,47786600,4070200,41218800
2023-04-27,87.44000244140625,115.8348159790039,29.144180297851562,87.56999969482422,115.88042683584855,29.23202291741756,84.08999633789062,114.45724003274456,27.826542865986188,86.41000366210938,115.28743697475635,28.06078923095398,3.4800033569335938,1.423186803103988,1.405480051431372,53087200,3204900,60186200
2023-04-28,89.37000274658203,115.32392883300781,30.315412521362305,89.75,116.09025804022643,31.789214215921206,86.44000244140625,114.62145343275581,30.071405655275562,87.0199966430664,115.47901827347326,31.213357863026513,3.30999755859375,1.4688046074706165,1.7178085606456435,50686100,5061200,80252400
2023-05-01,89.69000244140625,115.03199005126953,29.573631286621094,91.04000091552734,115.63411184442207,30.491097620067237,88.61000061035156,115.00462214436294,29.554112152260263,91.02999877929688,115.26919017829645,30.36421486941095,2.4300003051757812,0.6294897000591249,0.9369854678069736,59358700,2725000,36918500
2023-05-02,89.91000366210938,114.18356323242188,29.056337356567383,90.45999908447266,115.36042505446365,29.846919062283263,88.12000274658203,112.45930844132084,29.036816360963385,89.31999969482422,115.22358551257663,29.573630708701103,2.339996337890625,2.901116613142804,0.8101027013198774,70483500,4445300,33463400
2023-05-03,81.62000274658203,112.6235122680664,29.915239334106445,85.4800033569336,114.55759214850674,30.364212904596823,81.0199966430664,112.45017987786439,29.52482874778298,83.54000091552734,114.45723852035219,29.905478836745296,4.4600067138671875,2.1074122706423566,0.8393841568138427,109482200,4554200,45554500
2023-05-04,86.61000061035156,111.82069396972656,30.615957260131836,91.63999938964844,112.68737683083495,31.086368450197742,81.11000061035156,111.08173264688043,29.77313580932783,81.56999969482422,112.24035144691707,29.831938610021997,10.529998779296875,1.6056441839545244,1.3132326408699129,122840500,4468200,46104000
2023-05-05,89.83999633789062,112.80597686767578,30.37095069885254,90.43000030517578,113.21650937643042,30.782560950703065,84.72000122070312,112.03964070161845,30.116144174445274,84.98999786376953,112.31333368098927,30.753159550839502,5.709999084472656,1.1768686748119705,0.6664167762577904,78491100,4971900,35024600
2023-05-08,95.04000091552734,112.5779037475586,30.155349731445312,95.66000366210938,113.05229703206683,30.223951136941427,89.16999816894531,111.80244957234038,29.782939431254807,89.98999786376953,112.90633254464188,30.086748325949195,6.4900054931640625,1.2498474597264533,0.44101170568661985,95503200,3663800,30882800
2023-05-09,95.05999755859375,112.05079650878906,29.498733520507812,96.16000366210938,112.79059167684659,29.969144763263547,93.43000030517578,111.57918396798175,29.31252836928229,94.88999938964844,112.72586012878227,29.77313914415793,2.7300033569335938,1.21140770886484,0.6566163939812562,68674800,4540000,30706500
2023-05-10,97.0199966430664,112.83682250976562,29.371326446533203,99.94000244140625,113.27145163432613,29.792737178090977,96.12000274658203,111.98606301989072,28.90091524959575,96.41999816894531,112.80908142610592,29.684935780406107,3.8199996948242188,1.285388614435405,0.8918219284952258,95619500,4189200,40526500
2023-05-11,97.0999984741211,111.80113220214844,28.28350257873535,99.19000244140625,113.04028113376228,29.08712222504971,96.13999938964844,111.4774744256232,28.244300708550234,98.16000366210938,112.83683708702917,29.008720353927533,3.0500030517578125,1.5628067081390782,0.8428215164994768,57061000,3446500,47144400
2023-05-12,95.26000213623047,113.59510040283203,28.371702194213867,97.44999694824219,113.61359916061801,28.51870545480219,93.68000030517578,111.99530355958144,28.146295200780703,96.83000183105469,112.27272848469985,28.45010405781083,3.7699966430664062,1.6182956010365643,0.37241025402148864,53829700,4564800,24153800
2023-05-15,97.4000015258789,114.07598876953125,29.204723358154297,97.43000030517578,114.38115482811637,29.234124760049205,93.44999694824219,113.13274950757908,28.303100928438564,95.19999694824219,113.74308162474932,28.32270186303517,3.9800033569335938,1.2484053205372874,0.9310238316106414,51749200,2915700,28717500
2023-05-16,101.4800033569336,114.16845703125,28.636308670043945,103.27999877929688,114.53835462851545,29.30272547676297,97.30999755859375,113.23446718557697,28.626508202974787,97.38999938964844,114.06673501562176,29.028319875818404,5.970001220703125,1.3038874429384748,0.6762172737881826,90622900,2748400,22812000
2023-05-17,103.75,116.24911499023438,28.29330062866211,104.13999938964844,116.37857808198785,28.96951600834132,100.05000305175781,114.17769846696922,28.107095499689855,101.79000091552734,114.61232758437423,28.930316010753835,4.089996337890625,2.2008796150186356,0.8624205086514642,75240900,4515100,41667300
2023-05-18,107.93000030517578,116.65601348876953,29.087121963500977,108.0999984741211,116.98892062748662,29.165523833918176,103.93000030517578,115.76826347059395,28.293302791870843,103.9800033569336,115.86998548826917,28.420705130330777,4.1699981689453125,1.2206571568926705,0.8722210420473324,74338700,3797900,36529200
2023-05-19,105.81999969482422,117.68247985839844,29.33212661743164,107.29000091552734,118.63495440435165,29.63593361688515,104.62000274658203,117.02591493968588,28.910715883440798,106.36000061035156,117.24785068772148,29.008718684013914,2.6699981689453125,1.60903946466577,0.725217733444353,67880200,4306700,40683000
2023-05-22,108.0,117.90440368652344,29.67513656616211,108.79000091552734,118.54247683472931,29.841740772433006,103.48999786376953,117.58074595019056,29.224324414797557,104.68000030517578,117.90440368652344,29.25372581681525,5.3000030517578125,0.9617308845387527,0.6174163576354488,65424200,2806800,28693400
2023-05-23,108.12000274658203,118.53324127197266,28.920516967773438,110.98999786376953,119.3747585898276,29.59673424999005,107.19000244140625,117.5622678919986,28.900916033390814,107.25,117.66398992064504,29.44972911136836,3.7999954223632812,1.8124906978289914,0.6958182165992355,73099100,4592300,29400900
2023-05-24,108.2699966430664,116.22138214111328,28.420703887939453,108.91000366210938,118.27430710609238,28.900915556908675,105.63999938964844,116.02718748972471,28.244299219900157,105.9800033569336,118.20032617550343,28.72451088886938,3.2700042724609375,2.2471196163676694,0.6566163370085185,65910500,3915500,28045800
2023-05-25,120.3499984741211,117.22010040283203,26.852663040161133,120.69000244140625,117.65472953940355,27.724885860098915,115.80000305175781,115.60180462933957,26.323450937587317,117.30999755859375,116.15664748349505,27.724885860098915,4.8899993896484375,2.052924910063979,1.4014349225115978,108514700,4102900,78009400
